Trajectory,Class ID,Object Name,Confidence,Distance,X1,Y1,X2,Y2
,5.0,bus,0.8705447316169739,17.285802841186523,230.59225463867188,801.5181884765625,768.4058837890625,Error: No Lines Detected
,0.0,person,0.8689799904823303,48.73946762084961,399.2640075683594,244.50172424316406,902.501220703125,Error: No Lines Detected
,0.0,person,0.8536036610603333,670.2693481445312,380.2840576171875,809.858154296875,875.6908569335938,Error: No Lines Detected
,0.0,person,0.8193051218986511,221.3938446044922,405.791748046875,344.7171936035156,857.3920288085938,Error: No Lines Detected
,11.0,stop sign,0.3460693657398224,0.0643472671508789,254.64443969726562,32.2884635925293,325.039306640625,Error: No Lines Detected
,0.0,person,0.30129411816596985,0.0,551.0078735351562,67.1049575805664,873.9356689453125,Error: No Lines Detected
Trajectory,Class ID,Object Name,Confidence,Distance,X1,Y1,X2,Y2
,5.0,bus,0.8705447316169739,17.285802841186523,230.59225463867188,801.5181884765625,768.4058837890625,Error: No Lines Detected
,0.0,person,0.8689799904823303,48.73946762084961,399.2640075683594,244.50172424316406,902.501220703125,Error: No Lines Detected
,0.0,person,0.8536036610603333,670.2693481445312,380.2840576171875,809.858154296875,875.6908569335938,Error: No Lines Detected
,0.0,person,0.8193051218986511,221.3938446044922,405.791748046875,344.7171936035156,857.3920288085938,Error: No Lines Detected
,11.0,stop sign,0.3460693657398224,0.0643472671508789,254.64443969726562,32.2884635925293,325.039306640625,Error: No Lines Detected
,0.0,person,0.30129411816596985,0.0,551.0078735351562,67.1049575805664,873.9356689453125,Error: No Lines Detected
Trajectory,Class ID,Object Name,Confidence,Distance,X1,Y1,X2,Y2
,5.0,bus,0.8705447316169739,17.285802841186523,230.59225463867188,801.5181884765625,768.4058837890625,Error: No Lines Detected
,0.0,person,0.8689799904823303,48.73946762084961,399.2640075683594,244.50172424316406,902.501220703125,Error: No Lines Detected
,0.0,person,0.8536036610603333,670.2693481445312,380.2840576171875,809.858154296875,875.6908569335938,Error: No Lines Detected
,0.0,person,0.8193051218986511,221.3938446044922,405.791748046875,344.7171936035156,857.3920288085938,Error: No Lines Detected
,11.0,stop sign,0.3460693657398224,0.0643472671508789,254.64443969726562,32.2884635925293,325.039306640625,Error: No Lines Detected
,0.0,person,0.30129411816596985,0.0,551.0078735351562,67.1049575805664,873.9356689453125,Error: No Lines Detected
Trajectory,Class ID,Object Name,Confidence,Distance,X1,Y1,X2,Y2
,5.0,bus,0.8705447316169739,17.285802841186523,230.59225463867188,801.5181884765625,768.4058837890625,Error: No Lines Detected
,0.0,person,0.8689799904823303,48.73946762084961,399.2640075683594,244.50172424316406,902.501220703125,Error: No Lines Detected
,0.0,person,0.8536036610603333,670.2693481445312,380.2840576171875,809.858154296875,875.6908569335938,Error: No Lines Detected
,0.0,person,0.8193051218986511,221.3938446044922,405.791748046875,344.7171936035156,857.3920288085938,Error: No Lines Detected
,11.0,stop sign,0.3460693657398224,0.0643472671508789,254.64443969726562,32.2884635925293,325.039306640625,Error: No Lines Detected
,0.0,person,0.30129411816596985,0.0,551.0078735351562,67.1049575805664,873.9356689453125,Error: No Lines Detected
Trajectory,Class ID,Object Name,Confidence,Distance,X1,Y1,X2,Y2
Straight Track,6.0,train,0.5089632868766785,1340.2677001953125,715.5720825195312,1675.67333984375,960.7111206054688,62.566574379941926
Trajectory,Class ID,Object Name,Confidence,Distance,X1,Y1,X2,Y2
Straight Track,1.0,bicycle,0.8394047617912292,654.852783203125,623.9324951171875,856.8690185546875,759.1072998046875,23.258750980570817
Straight Track,9.0,traffic light,0.8172589540481567,143.22036743164062,144.1693115234375,185.44068908691406,259.073486328125,0
Straight Track,0.0,person,0.7120794057846069,704.6978759765625,533.2660522460938,810.0474243164062,729.6116333007812,26.83051530818137
Straight Track,9.0,traffic light,0.7061904072761536,1627.60302734375,394.6905212402344,1713.11328125,532.4742431640625,0
Straight Track,2.0,car,0.6619821786880493,413.7391662597656,555.224609375,562.7967529296875,611.310546875,69.85725565757913
Straight Track,9.0,traffic light,0.6428646445274353,1378.19140625,211.0227813720703,1422.620849609375,332.196044921875,0
